id,rationales_1,rationales_2,rationales_3
5186,0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1,1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1,0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
5195,1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1,1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
5205,0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
5207,0;0;1;1;1;0;0;0;0;0;0,1;1;1;1;1;0;1;1;1;1;1,0;0;0;1;0;0;0;0;0;0;1
5211,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
5225,0;0;0;0;0;1;1;1;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1,0;1;0;0;0;0;0;1;0;0;0;0;0;0
5226,0;0;1;1;0,1;1;1;1;1,0;0;0;1;0
5230,0;0;0;0;1;1;1;1,1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;1
5231,0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1,1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
5237,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
5248,0;0;1;1;0;0;0;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0;0;0
5249,0;0;1;0;0;0;0;0,0;1;1;1;1;1;1;0,0;0;1;0;0;0;0;0
5259,1;0;0;0;0;1;1,1;1;1;1;1;1;1,0;1;1;1;0;0;0
5283,1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5294,0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5298,0;0;1,1;1;1,0;0;1
5319,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
5320,1,1,1
5321,0;0;0;1;1;1;1,1;1;1;1;1;1;1,0;0;0;0;0;1;0
5338,1;1;0;0,1;1;1;1,1;1;0;0
5350,0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
5364,1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1
5371,1;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;1;1;1;0
5391,1;1,1;1,1;1
5408,1;1;1;0,1;1;1;1,1;1;1;0
5412,0;0;0;0;0;0;1;1,1;1;1;1;1;1;1;1,0;1;1;1;0;0;0;1
5419,1;1,1;1,1;1
5424,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
5436,1,1,1
5440,0;0;0;0;0;0;0;0;1;1,1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;1;1
5441,0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1,1;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5448,1;1;0;0;0;0;0;0,1;1;1;1;1;1;1;1,1;1;0;0;0;0;0;0
5466,1;1,1;1,1;1
5469,0;1;1,1;1;1,0;0;1
5470,0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5474,0;0;0;0;0;0;1;1;1;1;1,0;0;0;0;0;0;1;1;1;1;1,0;0;0;0;0;0;0;1;1;1;0
5482,0;0;1;1;1;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1,0;0;1;1;1;0;0;0;0;0
5491,0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5492,1;0;0;0,1;1;1;1,1;0;0;0
5496,0;1;0;0;1;0;0;0;0;0,1;1;1;1;1;0;1;1;1;1,0;0;0;0;1;0;0;0;0;0
5505,0;0;1;1;1;1;1;1;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;1;1;0;0;0;0;0;0
5556,0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
5564,0;1;1;1;0,1;1;1;1;1,0;0;0;0;0
5576,0;1;0;0;0,1;1;1;1;1,0;1;0;0;0
5604,0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1,0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5642,0;0;0;1;0;0,1;1;1;1;1;1,0;0;0;1;1;1
5644,1;1;1;0;0;0;0;0,1;1;1;1;0;1;1;1,1;1;0;0;0;0;0;0
5645,0;1;0,1;1;1,1;1;0
5661,0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0,0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
5662,0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5665,0;0;0;0;1;1;1;0;0;0,1;1;1;1;1;1;1;1;1;0,1;1;1;1;1;1;1;1;1;0
5671,1;1;1;1;0;0;0;0,1;1;1;1;1;1;1;1,0;0;0;1;0;0;1;0
5676,0;0;0;0;0;0;0;0;1;0;0,0;0;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;1;0;0
5677,0;0;0;0;1,1;1;1;1;1,0;0;0;0;1
5683,0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5704,0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
5706,0;0;0;1;0;0,1;1;1;1;1;1,0;0;1;1;0;0
5715,0;0;0;0;1,1;1;1;1;1,1;1;1;1;1
5718,0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
5723,1;1;1;0,1;1;1;1,0;0;1;0
5731,0;0;0;1;1,1;1;1;1;1,1;1;0;0;1
5734,0;0;1,1;1;1,0;0;1
5744,0;0;0;1;1;1;0;0;0,1;1;1;1;1;1;1;1;1,0;0;0;0;0;1;0;0;0
5749,0;0;1;1;0;0;0;0,1;1;1;1;1;1;1;1,0;0;1;1;0;0;0;0
5761,1;1;1;0;0;0,1;1;1;1;1;1,1;1;1;1;1;1
5764,0;0;1;0;0,1;1;1;1;1,0;0;1;0;0
5769,0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
5772,0;0;0;0;0;0;0;1;1;0;0;0,1;1;1;1;1;0;1;1;1;1;1;0,0;0;0;0;0;0;0;1;1;0;0;0
5775,0;0;1;1;0;0;0;0,1;1;1;1;1;1;1;1,0;0;1;1;1;0;0;0
5778,0;0;0;0;1;1,1;1;1;1;1;1,0;0;0;1;1;1
5780,0;1,1;1,0;1
5781,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;0;1;1;1;1;1;1;1;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
5786,0;0;0;0;1,1;1;1;1;1,0;0;0;0;1
5788,0;0;1;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1,0;0;1;0;0;0;0;0;0
5793,1;0;0;0;0;0;0,1;1;1;1;1;1;0,1;0;0;0;0;0;0
5801,0;0;0;1;1;1;1;1,1;1;1;1;1;1;1;1,0;0;0;0;0;0;1;1
5803,0;0;0;0;1;1;1;1;0;0;0;0,1;1;1;1;1;1;1;1;0;1;1;1,0;0;0;0;0;1;1;1;0;0;0;0
5807,0;1;1;1;1;1;1,1;1;1;1;1;1;1,0;0;0;0;0;1;1
5810,0;0;0;0;0;0;1;1,1;1;1;1;1;1;1;1,0;0;0;0;0;1;1;1
5815,0;0;1;1;0;0;0;0,1;1;1;1;1;1;1;1,0;0;0;1;1;1;0;0
5820,0;0;0;1;1;0,1;1;1;1;1;0,0;0;0;1;1;0
5822,0;0;0;0;0;0;1;1;1;1;0,1;1;1;1;1;0;1;1;1;1;0,0;0;0;0;0;0;1;1;1;1;0
5824,0;0;0;0;1,1;1;1;1;1,1;1;1;1;1
5832,0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
5834,0;0;1,1;1;1,0;0;1
5835,0;0;0;1;0,1;1;0;1;1,0;0;0;1;0
5839,0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
5840,0;0;0;0;1,1;1;1;1;1,0;0;0;0;1
5841,0;0;1;1,1;1;1;1,0;0;0;1
5842,0;0;0;0;1;1;0;0;0;0;0;0;0,1;1;1;1;1;1;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0;0;0
5846,0;0;1;0;0;0;0,1;1;1;1;1;1;1,0;0;1;0;0;0;0
5853,0;1;1;1;1;0,1;1;1;1;1;1,0;0;1;0;0;0
5857,0;0;0;0;1;1;1;0,1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0
5859,0;0;0;1,0;0;0;0,0;0;0;1
5865,1;1;1;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1,0;0;1;0;0;0;0;0;0;0;0;0;0
5867,0;0;0;0;0;1,1;1;1;1;1;1,0;0;0;0;0;1
5875,0;0;0;1;0,1;1;1;1;1,0;0;0;1;0
5878,0;0;0;1;1;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;0;1;1,0;0;0;0;1;0;0;0;0;0;0;0
5882,1;1;0;0,1;1;1;1,0;0;0;0
5884,0;0;1;0,1;1;1;1,0;0;1;0
5887,1;1;1;0;0,1;1;1;1;1,0;0;0;0;0
5893,0;0;0;1;0;0;0;0;0;0;0;0,0;1;1;1;1;0;0;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;1
5894,0;0;1,1;1;1,0;0;1
5897,0;1;1;1;0;0;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0;0
5898,0;0;0;0;0;0;0;1;1;1;0;0;0;0,0;0;0;0;0;0;0;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;1;0;0;0;0
5903,1;1;0;0,1;1;1;1,1;1;0;0
5906,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5911,1;0;0;1,1;1;1;1,1;0;0;1
5913,0;0;1,1;1;1,0;0;1
5914,0;0;1;0;0;0;1;0;0;0,1;1;1;1;1;1;1;1;1;1,0;0;1;0;0;0;1;0;0;0
5916,0;0;0;0;0;0;0;1;1;1;1;1;1;0,0;0;0;0;0;0;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;1;0;0;0;0;0
5919,0;0;1,1;1;1,0;0;1
5923,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
5924,0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1,0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5932,0;0;0;1;0,1;1;1;1;1,0;0;0;1;0
5935,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
5944,0;0;0;0;0,1;1;1;1;1,0;0;0;0;1
5955,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
5962,0;0;0;0;1;1;1;1;0;0;0;0;0,0;0;0;1;1;1;1;1;0;1;1;1;1,0;0;0;0;0;0;0;1;0;0;0;0;0
5980,1;1;1;1;0;0,1;1;1;1;1;1,0;0;0;0;0;0
5981,1,1,1
5985,0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
5991,0;0;1;0,1;1;1;1,0;1;1;0
5996,0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
6001,0;0;0;1;1;1,1;1;1;1;1;1,0;0;0;0;0;1
6009,0;0;0;0;0;0;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;1;1
6016,1;0;0;0;0;0;0;1;1;1;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;0;0;0;0;0;0;1;1;1;0;0;0;0
6021,0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1,0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6022,0;0;0;0;0;0;0;1;1,1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;1;1
6028,0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
6040,0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1,0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
6042,0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6050,0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6063,0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0,1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
6065,0;0;1;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1,0;0;1;0;0;0;0;0;0;0;0
6066,0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0,0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
6068,0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;0
6071,1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6073,1;1;1;0;0;0;0;0,1;1;1;0;1;1;1;1,0;0;1;0;0;0;0;0
6078,0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0,1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6086,0;0;0;0;1;0;1;1;1;0,1;1;1;1;1;0;1;1;1;1,0;0;0;0;0;0;0;1;1;0
6087,0;0;0;0;0;0;0;0;0;0;0;1;1;1,1;1;1;1;1;1;0;0;0;0;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;1;1
6089,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6090,0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1
6106,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
6116,1;1;1;0;0,1;1;1;1;1,1;1;1;0;0
6118,0;0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;1;1;1;1,0;0;0;0;0;0;1;0;0;1;0;0
6120,1;0,1;1,1;0
6121,0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;1;0;0;0;0
6138,0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1,0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
6144,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6148,0;0;0;0;0;0;1;0;0,1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;1;0;0
6149,0;0;1;1;0,1;1;1;1;1,0;0;0;1;0
6155,1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6163,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6165,0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6166,1;1;0;0,1;1;1;1,0;1;0;0
6168,1;1;0;0;0;0;0;0;0;0;0;0;0,1;1;1;0;1;1;1;1;1;1;1;1;0,0;1;0;0;0;0;0;0;0;0;0;0;0
6170,0;0;0;0;1;1,1;1;1;1;1;1,0;0;0;0;0;1
6181,1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
