id,text,subtask_a,subtask_b,subtask_c
2028,tqr me gjith shtet,1,0,1
2029,Hajde shtet e vaj medet per ket popull?,0,2,3
2030,"Nuk kane faj keta por e kemi ne ,na vjedhi,rrahin,ofendojne dhe ne pra i votojme.Por po na shave partine ne te çajme me dysh.",0,2,3
2031,Dhe me test partie,0,2,3
2032,Po tja benin djalit te gjukatsit ashtu si do vepronte.  Gjukatsi. Turp,0,2,3
2033,shtrive🤮🤮🤮,0,2,3
2034,Hahaha duhet te vdesesh te besh 1 muaj burg 😂😂😂🤕,0,2,3
2035,Slan njeri pa nxjerr. Vec po je popull sdel,0,2,3
2036,"Po qa flitni kot se nk kan pas me i denu nga 3 vjet burg, se ne grushta i ran,, asigja ska",0,2,3
2037,Po cfar quhet dhune ndaj njeriut x drejtesine? Kur te vdesin njerezit. Prandaj perdoret ligji xhungles. Indifernca vret me shume se vrasesi....,0,2,3
2038,Asgje si kan ber nuk jan per ne burg!!!,0,2,3
2039,"Kur shqiptari rref rracat e tjera ne europ te knaqet shpirti i jeo dhe naj dor brenda mundsive , ama kur je jasht shqiptar me shqiptar sikur ste shijon ja qr",1,1,3
2040,Dhe thon pastaj pse vriten njerzit...,0,2,3
2041,🤮🤮🤮🤮,0,2,3
2042,"I perdhunofshin ca u mban pragu i shpis atyre qe dhan masen ""plagosje e lehte"" edhe mos befshin as 1 ore burg ata qe ua bejn kete",1,0,1
2043,Do shkerdhyer motra gjykatesve qe her tjeter te zen mend.,1,0,1
2044,🔥,0,2,3
2045,"Hajde shoke dalim rrahim njerz meqe nuk te denon ligji, hajde qeveri hajde , kot me I than qeveri, qelbsira i shkon ma mire pfff",1,0,1
2046,Gjykata e beratit është për turpin e zotit që i le ata mjelleosha të lirë,0,2,3
2047,😮😮,0,2,3
2048,🤔🤔🤔🤔,0,2,3
2049,hajde se neser del ky e ja numeron ne lule te ballit atyre pastaj policia kur. ne aksion ky shtet o shteti me legen,1,0,1
2050,Ske faj nje grimim ne parukeri ben 10 $ ke te drejte 🤣,0,2,3
2051,Mjer populli ne doren e kujt  ka ngel,0,2,3
2052,"Sa bukur e vlersojn shiptart dajakun si gje e bukur ...lirim direkt ,,hajt rradha tjetrrit tani se fundja del prap",0,2,3
2053,ja qrr,1,1,3
2054,"As dheu mos i pranoft mren kto politikan,,",1,0,2
2055,Po te ishte vrasje ateher po qe do ti fusnin mbrenda 😣😣,0,2,3
2056,Po edhe nje burgim i lehte kshu sdo i bente keq 😌,0,2,3
2057,Kur doni ju kur te vdes tjetri,0,2,3
2058,"Shqipris duhet me i hedh Hiroshimën e ta ndretosh na e para se dhe 1 milion vjet tkalojn po funderrima do ket, qe nga polotikanet e gjer tek lypsari 🤢🤢🤢",1,0,1
2059,Po si skan turp me te vertet ndoshta nuk e myten po nuk i denut nuk ziren me mend ato cunat,0,2,3
2060,Wtf 😲😡🖕🖕,1,1,3
2061,AAA PO MIRE NUK VDIQ NJERI NUK KA GJE🤣🤣🤣. SHTET VARI GARINNNN🤣🤣🤣,1,0,1
2062,"Ne shqiperi dhe kur e vrasin dike denohen me 3 vjet burg, jo me per  nje plagosje "" te lehte"" nuk pyet ligji per keto gjera pfff",0,2,3
2063,🙏 per ate djale te dhunuar te jete mire me shendet.Mjere ne per sigurin qe kane femijet tane.,0,2,3
2064,"Motivi: Pse me shikove shtrembt ose ose Cne ti ti shkelesh syrin ""Asaj"" ... Ajde rrota ka*i ajde 👎🏻",1,0,0
2065,KUSH DO PUNE HOSTES ?,0,2,3
2066,😳😳😳,0,2,3
2067,Po te kishin vdekur ishte muhabet tjeter,0,2,3
2068,"Epo kot nuk thone ""o Berat ç'e pate fat"" 🤣🤣",0,2,3
2069,Hmmmm,0,2,3
2070,@aldiona_gega njeh ndonje nga nacut agresora ti? 🤦‍♀️😂😂😂😂,0,2,3
2071,po kanceri do tjua haj juve bashk me gjyqtar e prokuror te korruptuar e te degjeneruar qe lironi kriminelat perdhunuesit hajdutet vrasesit e mbani ne burg djemt e nenave se o kapni duke pir nje cigar ashash,1,0,1
2072,Ata nuk jan kapur akoma 😂,0,2,3
2073,"Tkesh ta hash ti naj thik bythve, qe mos t ecesh mo",1,0,0
2074,Bisha👇,0,2,3
2075,What?,0,2,3
2076,😮,0,2,3
2077,Fuck u,1,0,0
2078,🔥,0,2,3
2079,Dhe ty kur te plagosin ndonje dit cunat e lagjes me ndonje thik mishi mos i denonco ☠🚫🙈🤣🤣🤣🤣,0,2,3
2080,Turp per ate gjykate 👎,0,2,3
2081,Me aq kek i kjshin hudh fare carcafet dhe blenin te gjitha te rinj ne qese 😂😂 dhe kur te beheshim per ti lar prap mbas 42 ditesh kishim mundesi prap me i ble nga e para😉,0,2,3
2082,Hahaha me aq lek blen per gjithe spitalet e shqiperise carcafe,0,2,3
2083,Kanser,1,1,3
2084,Me kto tendera u gri ky popull ku je moj Amerike per ti verifikuar parate tona,0,2,3
2085,😡😡,0,2,3
2086,☎️,0,2,3
2087,"Qe te iluminoheni pak nga matematika...! 30.700.000 se s'po i fus numrat e tjere ne radhe...me leke te vjetra nuk bejne 370 miljon,po bejne Treqind e shtate miljon! Kaq per sot...neser paraqituni serish ne lexione te dashur nxenes...😜😜😜",0,2,3
2088,"Mos i gezofshin o Zot ato lek se po vdesin femije e te rinj per 50 milion lek,per nje operacion qe mund tju shpetoje jeten... dhe keta ngrejne kulla me parà.",1,0,2
2089,E para me aq leke mban ne pune gjysmen e shqiperis e te lan jo carcafet po dhe gjith shqiperin e dyta jo me 370 po me 10 ml mer carcaf te ri per gjith shqipet dhurat. Kta po na vjedhin mes dites dhe populli fle per te lare carcaf njeri 370 ml leke per nje puntor ter diten pun 5 mije leke shqiperia ka mbaruar,0,2,3
2090,asigjo gjona tvogla,0,2,3
2091,@ediramaal te lumte,0,2,3
2092,Ky si ne kohen e pd si ps po vel shqiprin duke vjedhur,0,2,3
2093,po si ja zuri xhepi gjith ato lek ?,0,2,3
2094,Po ca pret nga bq. Ky esht nji pler nji fundrrin me 100 ftyra. Mos i honkshi dhe kancerin e ka pak.. ptu. Te ato carcaf vdeksh,1,0,0
2095,Po kshu funksionon ne gjith boten politika esht e lidhur ngusht me mafian ska ci ben populli kush do qe te vij ne pushtet mafia ka per te pasur gjithmon lidhje me politiken dhe cdo lek i madh xhiron mes tyre ska per te pas asnjher drejtesi sidomos ne shqiperi,0,2,3
2096,O Dallkauk po ne kohen e PD qe ishye kryetari i Dhomes Se Tregetise ky ishte burr i mire? Tani eshte Oligarku i PS. A phuuu . Po beheni me keq nga TVSH-ja ju o plera.,1,0,1
2097,E keni marr vesh qe esht bo keq per uj?😂,0,2,3
2098,😡,0,2,3
2099,Ku Ven Lekat Tona Ilace Dhe Aty Te Ai Spital I Lenç,0,2,3
2100,As Mbapeja sben aq. Hajde peshk hajde,0,2,3
2101,"Ky qe vodhi rrugen e Kombit, kur ishte zvminister",0,2,3
2102,370 milion leke😢???? Me jepni mua 30 milion leke se po porosis 3 milion carcaf komplet per gjith shqiperine te vjedh dhe 20 milion 😂😂😂😂😂,0,2,3
2103,"Kur s'ka populle , ca pret te kett shtet ,😜",0,2,3
2104,😑,0,2,3
2105,"ore  që kur erdhi rilindja vetem leshi jaku preshi kola marku nikolla pali ka""i pjerini paulini toma  zefi  filja mara arta Dranja  lindita dhimi  qimi  thimi  dhe salillari po marrin tendera. Kjo i bie që kush ka emer të ngjashem dhe origjine rimuese  PALIKARI  DO BEHET FITUES I PARI.Votoni rilindjen ju bej thirrje ju të gjitheve shqiptari palikari salillari  doshi koshi zefi qenefi leshi preshi  lushi rrushi ,se keshtu ju a fut edushi dhe lali eri  sa të ju mbajne me nder meneri dmth mbrapashtica si kafica RROFTE KOLA SE U KNAQE DUKE BER GOLA. RROFTE PARTIA  POSHTE SHQIPRIA  se per ne NUK KA FUND POSHTERSIA.ÔOOOOOOO ZOOOOOT NE DOOOOREN TENDEEEEE KTEEEEE POOOOOSHTEEERSSSSIII .URDHEER OOOOO I DREEEEEJJJJT MJAAAAAFT TEEEEE PEEEERGJERRROOOOHEEEEEM.VEEETTEEEM TIIIIII SEEEEE NEEEEE MOOOOREMMMM FUNDDDDD .DESSSHHHMOOOOO SEEEEE EKZISTOOOOOOOON.",1,0,2
2106,lek xhepit 🤮,0,2,3
2107,Ky eshte krye hajdut!,0,2,3
2108,😱,0,2,3
2109,"Ore sikur ti blesh te reja nk kushtojn aq lek,qa rq jan kto njerz",0,2,3
2110,"Me kete shume 370 miljon lek nuk e nevojshme fare ti lash carcafet , por blen te reja dhe per 10 spitale  reja ..😜😜",0,2,3
2111,Grun ja .ifsha,1,0,0
2112,Tpakten do e beje nje pune,0,2,3
2113,Ah moj shqiperi 😢,0,2,3
2114,I q*n e vjedhen popullin deri ne palc,1,1,3
2115,KUSH DO PUNE MENAXHER ?,0,2,3
2116,Ky biri kurves edhe tenderin  ushqimet e QSU.Nen e Tereza.,1,0,0
2117,Po njeri si kundeshton kta kshu qe esht normale qe kta do vjedhin sistematikisht per sa te jet mundesia,0,2,3
2118,Ti laj une me ate prapashtesen😂,0,2,3
2119,Dhe ja ku do vijne “sufllaqet” per ge komentuar se si Sali e shkaterroj Shqiperine dhe Basha po ben opozite te keqe!,0,2,3
2120,Shko re pirdhu na thuj naj gjo tre se ato do i fitojn normalisht njerzit e rames e metes e saliut kushdo tjet npushtet,1,0,0
2121,Shqiptari qenka qenia njerzore me i pangopur ne bote....vetem un un dine jo te vjellin me karar dhe njerzit ti ndihmojn nganje cik qe te ecim para si bota...xhanem ashtu prej hundesh i dalin dhe ketyre leket kot si thon leku pa djeres del shum e perlum,1,0,1
2122,i paska lare me flori 🤗😑,0,2,3
2123,Naten e mir i uroni atit qeka parkuar makinen para fijeve te korendit .nese bejn mas  ja djegin,0,2,3
2124,Paskan zbukuruar pallatin meqe po afrohen festat.....A ta lumsha shqipni si ma ke kap veten,0,2,3
2125,Shnet ✋🏼,0,2,3
2126,Meri mor ti shesim,0,2,3
2127,😱,0,2,3
2128,Tu zbukuru pallatin per vitin e ri 👍😍,0,2,3
2129,Naten nga Tirana,0,2,3
2130,Si von flinke o admin 🤔,0,2,3
2131,Naten e mire 😊😊,0,2,3
2132,Ler te provoj ti vjedhi njeri po ja mbajti bitha 😂,1,1,3
2133,Po mire tja beje kur e paguajne privat jan ato,0,2,3
2134,Naten 🤚,0,2,3
2135,Menyr jetese o njerz kurva,1,0,2
2136,Mirmengjes 🤷🏻‍♀️,0,2,3
2137,"Ky mirë e ka vënë një trekëndsh rreziku, shumica nuk vën asgjë!",0,2,3
2138,Mirmengjes 🔥,0,2,3
2139,Security level 1000,0,2,3
2140,@kristjan_kristo93  paske fillu pun heret sot te lumt je tu ba 💶💶😂😂😂,0,2,3
2141,Miremengjesi!,0,2,3
2142,🤦‍♀️,0,2,3
2143,Mgjesi Po hidhni ndonje gje te bukur qe ne pik te mgjesit jo kto,0,2,3
2144,Pun po ben ishkreti,0,2,3
2145,👏👏,0,2,3
2146,Gjessii,0,2,3
2147,"Epo mire, ca tbej dhe ai i shkreti..",0,2,3
2148,Transport i sigurt 😉😉,0,2,3
2149,KUSH DO PUNE MEKANIK?,0,2,3
2150,lufte per mbijetes 😕😕,0,2,3
2151,😅😅,0,2,3
2152,Mgjes.rrugen e mbar kujdes mos biesh te ndonje grope,0,2,3
2153,Per qen a ba pedonalja se njerzit jan ik ...ma tmir qita se ai se ka ba ket projekt kot,0,2,3
2154,"po ne shum qytete njerezet po pakesohen dhe qente ,po shtohen ,.. sa te merziten dhe qent me ket qeveri ,dhe do kerkojn azil dhe ato 😂😂😂",0,2,3
2155,Jan nati kur do herë 😂😂,0,2,3
2156,@fabjanmalaj96  e ke lon kerrin viza tbardha 😜,0,2,3
2157,Po do marresh çiften or lal e do dalesh per gjah se ndryshe ske ça ba hahahhahaha,0,2,3
2158,ja se dhe pak sa te bjer bor dhe zbret #uki 🐺 dhe zevendeson kipen e qenve,0,2,3
2159,Vetem qent po ngelin ne shqiperi,0,2,3
2160,Ke frik te dalesh ne der se jan qent tufa tufa  zoti na ruajt .,0,2,3
2161,Vec qen kan ngel se per njerez nuk behet fjal,0,2,3
2162,"Te pakten keta nuk jane mbledhur per perfitim fondesh publike , te cilat jane taksat tona , jane te pa demshem , me te rrezikshem jane ata me kollare , nga ata ruhuni 😉",0,2,3
2163,Cfar Masa kerkoni...,0,2,3
2164,kur i thrret çunat per sherr 😂,0,2,3
2165,Me ju bje ne hall robi mi vra thoni pse i vritni mi lan nuk merr kush masa.,0,2,3
2166,Po kta duhet me. I Respektu se kan ma shum bes. Se Sa do burrat E sodit,0,2,3
2167,Mos u tutni burra se ju i hani qent para se me ju hanger ata,0,2,3
2168,Sthon kot tropojant rri mir se ti turra qent🤣🤣,0,2,3
2169,Po i shton qeveria vet per te shtuar popullsin 👌,0,2,3
2170,Me 30 vet..,0,2,3
2171,Kan mar sundim te vendit ata miqet,0,2,3
2172,Ka ikin te gjimnazi per pervjetor hahah,0,2,3
2173,@jehonmargjekajofficial  Fuck tona ligjet 🤣,1,1,3
2174,Tkishin me ju Hänger me jau shkerthy kocin,0,2,3
2175,Spo mirren masa per kafshet me dy kom ti thu per qent...ngrijeni zonin per ata qe po ju shkelin per dit se kta po si lujte sju lujn,1,1,3
2176,Qènkan rrit Sorrat 🤔,0,2,3
2177,Qeni eshte kafsha qe jeton me njeriun ku shkojne njerzit atije vijne dhe qent iken na fshati erdhen ne qytet dhe qent ne qytet hahahah,0,2,3
2178,Jan mbledhur cunat tu ik ne kalceto.!,0,2,3
2179,Masa të meren për njerëzit se janë më të rrezikshëm se këta,0,2,3
2180,Qytetaret kan te drejt..Po nuk vriten se jan gjynah kan zemer dhe ata e dun te jetojn..qeveria duhet te hapi kanile si gjith bota.,0,2,3
2181,Po me qent ca ke????ke sa te dush qen me dy kom qe te hajn gurrmozin apo sta ma.,0,2,3
2182,@robinald.osmanaj  qen e mace plot 😂😂😂😂😂,0,2,3
2183,Sala paska shkuar ne vendlindje,0,2,3
2184,Uuuaaa paska mitig PD&LSI,0,2,3
2185,Merrni shembull shikoni si rine te gjithe bashke,0,2,3
2186,@hdocaj_bs Te prsh lok 😂😂,0,2,3
2187,😯😯,0,2,3
2188,Shum bukur njerezit kan emigru dikush tirane shkoder durres dhe qytete te tjera edhe jashte kufijve shqiperise Prandaj dikush dot qarkullojne ne qytet,0,2,3
2189,Grupi I gatshem 🤣,0,2,3
2190,Lere se kan sherr 😂😂😂,0,2,3
2191,rujuni se ju ha bubii,0,2,3
2192,Kush o ai pari Erion Velia😂😂😂😂😂,1,0,0
2193,@mariselacurri_ ca ji ka thu more?,0,2,3
2194,Qenkan mbledh cunat prap,0,2,3
2195,lerini te qete,0,2,3
2196,Ata QE KANE NGELUR NE qytet 🤣🤣🤣,0,2,3
2197,@mirsad_trezhnjeva tu ik tu pi kafe te 2A 🤣🤣🤣❤️,0,2,3
2198,@lediogjekaj jasht ligjort n'aksion😂😂😂😂😂,0,2,3
2199,U paska vajt mendja ne p.... te shkreteve 😂😂,1,1,3
2200,Zevendesojn rinin qe ka ik ata 😆,0,2,3
2201,"Kan ik njerzit , dhe kan ngel qent rrugve skan faj te gjoret😔",0,2,3
2202,Le o vlla se kan dhe ata parlamentin e tyre,0,2,3
2203,Qen bashkie,0,2,3
2204,3-6 100 lek 😂,0,2,3
2205,Ti shoku nuk duhet jesh tropojan. Tropojani se rrun per ujk e jo me nga qent,0,2,3
2206,Rama ik,0,2,3
2207,Kir smarin masa per ju qe jeni me keq se qent se nuk e ha qeni robin e mir se ka nje forc te pa par per te ndjer shpirtliget un kaloj mes turmes dhe kurr sme ngacmon asnje qen ruhu nga njerzit jo nga ato,1,0,1
2208,"Nga njëra anë i denoncojnë ndërkohë pasi merren masa duke i vrarë, shprehen :""o sa gjynah, zoti i vraftë"" 🤷‍♂️",0,2,3
2209,Po edhe ata duan t dalin me shoqerin xhiro shko pi i kafe e ti bashk me ta 😂,0,2,3
2210,I ben rama gati per votime pas dy vitesh. Jan te vetmit qe do votojn sepse njerzit po ikin per azil n vende tjera t europs,0,2,3
2211,Me mir qent sesa njerzit.,0,2,3
2212,Dhe si gjithmone masat merren kur ndodh dicka e rende dhe kalimtaret e paguajne me jeten kalimin nga ajo rruge.,0,2,3
2213,😲 ka ardh edvin i kristaqit me punimet e qytetit ton,0,2,3
2214,Nuk kam pare ndonjehere 😳😳😳,0,2,3
2215,"Edhe tropojan edhe ke frik prej qenve , jazek djalo 😂😂 @gentian_necaj  internonje ka lushnja ket tipin",0,2,3
2216,Ne qyteti tim po i sjellin naten nga rrethet e tjera se nuk lejohet ti vrasin dhe jemi me shume qen se banore kemi frik te dalim vetem dite e jo me naten,0,2,3
2217,Aty nuk ka ngel kush te pakten qen te ket,0,2,3
2218,E pse te marrin mase po kafshojme cfare po u bejne as po u ngacmojne nese nk i ngacmon... masa qe mund te meret per kta le te bejne nje strehez dhe te fusin qwnte e padtrehe ti sterilixojne dhe ti mbajne aty fumdja fundja taksat i paguajme dhe  ata duan te rrojne jeten ja u ka dhen zoti dhe jo tja u marr rrobi😍😍,0,2,3
2219,Jan ne gadishmeri mos kaloj ndonje politikan🤣😂😂,0,2,3
2220,Thuj ujkut te cerrikut ti shqyje 😂😂,0,2,3
2221,Grupi Ham Ham,0,2,3
2222,Banditat bc hahahahahah,0,2,3
2223,@arlind.cukali kto e mbrojn tropojen 🤣🤣,0,2,3
2224,jan tu rujt qytetin,0,2,3
2225,Ahhahah jan turistat e Edi Rames 😂😂😂😭😂,0,2,3
2226,Normale se ska ngel kush ma aty,0,2,3
2227,Jan shoket e Rames ata🤣🤣🤣🤣qe ruajn rendin e qetesin publike🤦‍♀️🤦‍♀️😜,0,2,3
2228,noizy me 30 vet  apo jo @hazis_gjini 😂😂😂😂😂😂,0,2,3
2229,🤦‍♀️🤦‍♀️🤦‍♀️,0,2,3
2230,po mir bejn ta mbushin me qen shqiperine se njerit thuajse kan ikur,0,2,3
2231,@eli_mikael_  i hoqen garat me qent kto e ka kerrcit qeni madh neper rrug 😂😂😂,0,2,3
2232,Sa er ekam kaluar kte ur,0,2,3
2233,2020!ndoshta kam lene oren pas 😉😉,0,2,3
2234,Mir o anonimi pa merak do zgjidhesh dhe ti po na kujto prap nga viti tjeter se shum pun dhe harrojn,0,2,3
2235,Po tham te gjith anonim kurr mos u befte ura se rrojme me frik mir qe nuk e bejn,0,2,3
2236,Po me uren cpaten,0,2,3
2237,Te hengert anonimati,1,1,3
2238,Anonim se me bo gabim me dal me emer ta shembin edhe ate qe esht .,0,2,3
2239,@shabanrapo ka dhe me keq besoj se ktej nga ana ime kshu esht😂😂,0,2,3
2240,Ka plot probleme ne kete vend mjer ne ku jetojm,0,2,3
2241,@eddi_berat  ti je ketu re vllaj👌👌👌👏,0,2,3
2242,Kte ure keshtu e mbaj mend dhe une ktu e 15 vite me pare...,0,2,3
2243,Meso te shkruash!,0,2,3
2244,😭😭🙏🙏,0,2,3
2245,@tilidyrmishi @netiimarra @orgest_saraci u be e famshme mbrakulla😂,0,2,3
2246,Se kuptoj ka ardh 2020 dhe un akoma jam ne 2019 😉😉😉😂😂😂,0,2,3
2247,"Nuk esht ura e vetmja rrug se e di un , ka dhe rug tjeter po kjo esht rrug e shkurter",0,2,3
2248,Per fat t keq ka edhe me keq akoma nuk ka rruge kalldrem jo (Asfalt) ne disa fshatra cdo transport behet me mushka & kuaj 🤨😑😏🤦‍♀️,0,2,3
2249,Po pse anonim?? Apo ke frig se te prishin uren 😛😛,0,2,3
2250,Kot skan shku per paparaz kta😁,0,2,3
2251,"Thot anonim se kshu jan kta 2 qind leksha dhe ka frik se I heqin ndihmen ekonomike, per 30 mij lek ne muaj kta shqyhen per PS , jani te gatshem tu japin dhe grate🖕🖕🖕",1,0,1
2252,esht qytez poliçani re boti😂😂😂😂,0,2,3
2253,KUSH DO PUNE NDERTIM ?,0,2,3
2254,😔😔,0,2,3
2255,Ura eshte ne rregull po atij cunit I ka mbaru nafta 😂😂😂😂😂,0,2,3
2256,Sa gjynah a mjer ky popull ku jeton 😢😢,0,2,3
2257,E kan rujt per ure antike 😂😂,0,2,3
2258,Ok ai po punon... po ti ca po ben 🙄,0,2,3
2259,Pse nuk dalin me ja blloku rrugen Ilir metës e me i thene investo dhe nëpër fshatrat e skraparit o të pa shpirt se jo vetëm në mbrakull po në shumë vende të skraparit policanit beratit nuk ka as rrugë as infrastukturë i keni lënë njërëzit si mjeranë shumica vuajnë vuajn aq shumë sa ua keni bere skemat kastile që ti tërhiqni per hunde kur vjen vetëm koha për të zgjedhur plehrat në krye të pushtetit o pushta se e shkatërruat këtë Komb këtë popull,1,0,1
2260,Mjerim😢,0,2,3
2261,😬😬,0,2,3
2262,Po pse anonim?? Ti qe shpreh shqetsimet pse preferon tjesh anonim????,0,2,3
2263,"Seriozisht, akoma me kto halle ne😢",0,2,3
2264,Ket e kam par dhe un,0,2,3
2265,O kta e don litarin ne qaf jo ne der,1,0,2
2266,do mari karrotercin se ju ka prish dera 🤦🏻‍♂️,0,2,3
2267,Dergojani Sander LLeshit kete foto,0,2,3
2268,😂😂😂😂,0,2,3
2269,ka lezet dhe një kuptim,0,2,3
2270,U ka bo ves jo se ka gje dera 😉,0,2,3
2271,E ca ka ketu per te ber foto nuk ju ndoth juve tu prishet dera e makines 🤔🤨,0,2,3
2272,Hahahahahaha,0,2,3
2273,👏👏👏,0,2,3
2274,E kan lidh mos me i ra syri keq,0,2,3
2275,pune e madhe punen e ben ajo,0,2,3
2276,😂😂,0,2,3
2277,Hahahahha gjynaf,0,2,3
2278,Freslluk,0,2,3
2279,😂😂😂,0,2,3
2280,Ja ka qr na njeri ja ka fut me kamion,1,1,3
2281,Per te qare jo per te qeshur,0,2,3
2282,Ca nuk po shohim e degjojm 😜,0,2,3
2283,Vl ka mbaru shteti jo me dera e makines 🤨🤨,0,2,3
2284,😂,0,2,3
2285,😂😂😂,0,2,3
2286,😁😁,0,2,3
2287,Fajin e ka qeveria,0,2,3
2288,U ka prishur dera  ja naj gje ketu  pse juve sju ndodh skeni pune dhe mereni me budallalliqe o popull,0,2,3
2289,"Imagjino me ndjek ndonjerin edhe mu fut me shpejtsi nkthes 😂,ta shofesh policin ne krah tjeter trruges barkas",0,2,3
2290,😂😂😂 po u jep shembull prnd,0,2,3
2291,😂😂,0,2,3
2292,🤔,0,2,3
2293,E mban te lidhur x te tremb njerzit,0,2,3
2294,😂😂😂😂😂😂,0,2,3
2295,E kan len per ajrosje 😂😂😂,0,2,3
2296,🤣🤣🤣😂😂😂 pakten e kane lidhe deren moss bine dera 😂😂😂,0,2,3
2297,😂😂😂😂,0,2,3
2298,A ka qen hesell mos ka pir qe ne mengjes🤣,0,2,3
2299,😂😮🤦‍♀️,0,2,3
2300,Jan ne gadishmeri per klandestinet qe do hyn ne shtetin e tiranes 🙄,0,2,3
2301,Rrofsh qe na tregove - ishim  ne merak tmadh😊,0,2,3
2302,🎓🎓🎓🎓🎓🎓🎓🎓,0,2,3
2303,Oh je,0,2,3
2304,der lamboje🤣ska dit ta mbyll,0,2,3
2305,Nuk esht shum cudi e madhe se policia shqiptare esht,0,2,3
2306,😂😂,0,2,3
2307,Polici vari leshi🤣🤣,1,0,1
2308,Po normal se kapakat tjer i kan fut ne gje,0,2,3
2309,😂😂😂😂😂 ekonomia e madhe ka plas,0,2,3
2310,Ca po thot mor vlla se nuk e koptova fare. Ca gjuhe po flet,0,2,3
2311,Kjo esht dora e par kur te behen zgjedhjet hidhet dhe asfalti  i 2yt,0,2,3
2312,Me mir pak sesa hic,0,2,3
2313,Ndersa ne shqiperi (albaniaa)🤣🤣eshte m i fort kapaku i nj shishe se asfalti😉😉😉👋👋,0,2,3
2314,Pse ne kosovoe shiko ne tirane 🙄🙄🙄,0,2,3
2315,Mos u merzit se ka dhe me keq,0,2,3
2316,Ahahahahahahah,0,2,3
2317,Ja kane mor doren tgjith vjedhjes tani. Ku t'dali e si t'dali.,0,2,3
2318,Minimumi bahet 5 cm... 3 cm  i fusin nxhep 🚧🚦,0,2,3
